index,brand,model,color,registration_date,year,price_in_euro,power_kw,power_ps,transmission_type,fuel_type,fuel_consumption_l_100km,fuel_consumption_g_km,mileage_in_km,offer_description
138261,opel,Opel Corsa,blue,1995-12-01,1995,4990,66,90,Manual,Petrol,100.0,- (g/km),86740.0,1.4i Grand Slam 1.Hand Scheckheftgepflegt
138268,opel,Opel Corsa,blue,1996-07-01,1996,2800,44,60,Manual,Petrol,7.3,- (g/km),138000.0,Corsa Atlanta
138270,opel,Opel Corsa,blue,1996-05-01,1996,899,44,60,Manual,Petrol,6.5,- (g/km),129900.0,Grand Slam
138271,opel,Opel Corsa,blue,1996-07-01,1996,500,33,45,Manual,Petrol,6.5,- (g/km),269000.0,Corsa Atlanta
138273,opel,Opel Corsa,brown,1996-11-01,1996,250,33,45,Manual,Petrol,6.5,- (g/km),183161.0,Corsa Swing
138279,opel,Opel Corsa,blue,1997-09-01,1997,3650,33,45,Manual,Petrol,6.5,154 g/km,24000.0,"City, 24.000km, 1. Hand!"
138282,opel,Opel Corsa,blue,1997-05-01,1997,1450,66,90,Automatic,Petrol,100.0,- (g/km),158558.0,"B Vogue Edition,*Automatik* Vollleder S93 Eco"
138283,opel,Opel Corsa,blue,1997-12-01,1997,1350,40,54,Manual,Petrol,5.8,138 g/km,116000.0,12V Advantage/Servo/TÜV 01.25/gepflegt/
138288,opel,Opel Corsa,blue,1997-03-01,1997,2200,44,60,Manual,Petrol,7.3,175 g/km,56165.0,Atlanta
138290,opel,Opel Corsa,blue,1997-06-01,1997,1280,44,60,Manual,Petrol,7.3,- (g/km),230000.0,Swing
138291,opel,Opel Corsa,blue,1997-12-01,1997,1150,44,60,Manual,Petrol,7.3,175 g/km,240000.0,Swing
138292,opel,Opel Corsa,blue,1997-08-01,1997,1280,44,60,Manual,Petrol,7.3,- (g/km),230000.0,Swing
138302,opel,Opel Corsa,blue,1998-05-01,1998,2200,66,90,Automatic,Petrol,7.4,- (g/km),140000.0,16V Atlanta
138304,opel,Opel Corsa,blue,1998-01-01,1998,1500,66,90,Manual,Petrol,7.4,175 g/km,127000.0,16V Swing
138306,opel,Opel Corsa,silver,1998-09-01,1998,2999,48,65,Automatic,Petrol,6.3,151 g/km,109211.0,1.2 16V World Cup Aut. KLIMA ALU ALLWETTER
138307,opel,Opel Corsa,silver,1998-03-01,1998,1600,40,54,Manual,Petrol,5.8,- (g/km),147000.0,12V Eco
138308,opel,Opel Corsa,silver,1998-08-01,1998,1500,33,45,Manual,Petrol,6.5,154 g/km,251800.0,Swing
138322,opel,Opel Corsa,blue,1999-04-01,1999,1500,40,54,Manual,Petrol,5.8,138 g/km,150000.0,B Eco
138326,opel,Opel Corsa,blue,1999-06-01,1999,1990,40,54,Manual,Petrol,5.8,138 g/km,63291.0,12V City
138327,opel,Opel Corsa,blue,1999-11-01,1999,1700,40,54,Manual,Petrol,5.8,138 g/km,79000.0,12V City
138328,opel,Opel Corsa,blue,1999-10-01,1999,3610,48,65,Automatic,Petrol,6.5,151 g/km,140000.0,Edition 100 Cool - AUTOMATIK - KLIMA -FINANZIERUNG
138341,opel,Opel Corsa,silver,1999-02-01,1999,1700,40,54,Manual,Petrol,5.8,- (g/km),96866.0,1.6 Edition 100
138348,opel,Opel Corsa,blue,2000-09-01,2000,1790,48,65,Manual,Petrol,6.3,- (g/km),114000.0,Corsa 16V Edition 2000 Klima Tüv Neu
138352,opel,Opel Corsa,blue,2000-11-01,2000,750,48,65,Manual,Petrol,6.5,- (g/km),200605.0,Corsa 16V Edition 2000
138353,opel,Opel Corsa,blue,2000-02-01,2000,1500,40,54,Manual,Petrol,5.8,138 g/km,98207.0,mit Panoramadach
138357,opel,Opel Corsa,blue,2000-02-01,2000,420,40,54,Manual,Petrol,5.8,- (g/km),218400.0,Corsa 12V Edition 2000
138373,opel,Opel Corsa,blue,2000-01-01,2000,1900,48,65,Automatic,Petrol,6.3,151 g/km,145500.0,16V City
138374,opel,Opel Corsa,blue,2000-01-01,2000,2990,44,60,Automatic,Petrol,4.6,123 g/km,75000.0,AUTOMATIK*WENIG KM*Auf Wunsch TÜV-ALLES-NEU*1Hd
138376,opel,Opel Corsa,blue,2000-05-01,2000,2200,40,54,Manual,Petrol,5.8,132 g/km,85000.0,Corsa B 1.0*Klimaanlage*Alufelgen*HU/AU Neu*
138381,opel,Opel Corsa,silver,2000-04-01,2000,2399,40,54,Manual,Petrol,5.2,138 g/km,70000.0,"1.0 12V EDITION 2000, 1.Hd., Klima,TÜV Neu"
138382,opel,Opel Corsa,silver,2000-04-01,2000,1750,48,65,Manual,Petrol,6.5,151 g/km,77000.0,16V Edition 2000
138401,opel,Opel Corsa,silver,2000-10-01,2000,1750,66,90,Automatic,Petrol,7.2,- (g/km),207000.0,1.8 16V
138404,opel,Opel Corsa,silver,2000-08-01,2000,1999,40,54,Manual,Petrol,5.8,138 g/km,80277.0,"1.6 Edition 100,Automatik,TÜV NEU,Neu Insp"
138406,opel,Opel Corsa,silver,2000-01-01,2000,3610,48,65,Automatic,Petrol,6.5,151 g/km,142000.0,1.8 16V
138409,opel,Opel Corsa,gold,2000-10-01,2000,1000,40,54,Manual,Petrol,5.8,138 g/km,96000.0,"** TÜV 10/2023, Glasdach, 1.Hand, wenig Km**"
138411,opel,Opel Corsa,gold,2000-03-01,2000,1250,40,54,Manual,Petrol,5.8,138 g/km,125000.0,12V Edition 100 TÜV Neu
138412,opel,Opel Corsa,blue,2001-03-01,2001,1990,43,58,Manual,Petrol,5.6,133 g/km,141300.0,"C 1.0 12V Basis Klima Tüv,- Kundendienst Neu"
138415,opel,Opel Corsa,blue,2001-08-01,2001,1800,55,75,Manual,Petrol,6.3,151 g/km,125788.0,1.2 16V Klimaanlage
138428,opel,Opel Corsa,blue,2001-09-01,2001,1500,40,54,Manual,Petrol,5.8,- (g/km),59471.0,Corsa Edition 2000 Cool
138446,opel,Opel Corsa,grey,2001-08-01,2001,750,43,58,Manual,Petrol,5.6,- (g/km),104400.0,1.6/Automatik /Euro 3 D4 / 87.000 Km. /Nur Export!
138448,opel,Opel Corsa,green,2001-11-01,2001,1000,43,58,Manual,Petrol,5.6,- (g/km),220000.0,1.0 12V
138452,opel,Opel Corsa,red,2001-04-01,2001,1250,43,58,Manual,Petrol,5.6,- (g/km),143000.0,Corsa 1.0 12V Comfort
138454,opel,Opel Corsa,red,2001-04-01,2001,1800,43,58,Manual,Petrol,5.6,133 g/km,118000.0,"C Basis MFL,wenig KM"
138455,opel,Opel Corsa,red,2001-05-01,2001,3000,55,75,Manual,Petrol,6.3,- (g/km),135000.0,1.2 16V Comfort
138456,opel,Opel Corsa,red,2001-09-01,2001,900,55,75,Manual,Petrol,6.3,- (g/km),192780.0,1.2 16V Comfort
138460,opel,Opel Corsa,black,2001-03-01,2001,999,55,75,Automatic,Petrol,6.2,149 g/km,158000.0,C Basis AUTOMATIK KLIMA TÜV 01/2024
138461,opel,Opel Corsa,black,2001-10-01,2001,2599,43,58,Manual,Petrol,5.6,133 g/km,218857.0,C 1.0  Top Gewartet Tüv neu . Sehr schöner Zusta
138466,opel,Opel Corsa,black,2001-12-01,2001,1200,66,90,Manual,Petrol,8.0,- (g/km),116666.0,1.2 16V * TÜV NEU * KLIMA * SERVO * ZV
138467,opel,Opel Corsa,black,2001-03-01,2001,1900,55,75,Manual,Petrol,6.3,154 g/km,169900.0,Omega Caravan 2.2 16 V
138469,opel,Opel Corsa,black,2001-01-01,2001,2800,92,125,Unknown,Petrol,7.9,187 g/km,209000.0,Caravan 2.2 16 V
138471,opel,Opel Corsa,black,2001-03-01,2001,1950,55,75,Manual,Petrol,6.0,143 g/km,236000.0,2.0 DTI Selection Free / Klima / Sitzheizung /Alus
138473,opel,Opel Corsa,black,2001-02-01,2001,1350,55,75,Manual,Petrol,6.3,151 g/km,234733.0,1.6 Caravan Elegance
138475,opel,Opel Corsa,black,2001-04-01,2001,2400,55,75,Manual,Petrol,6.3,151 g/km,87800.0,1.0 12V
138476,opel,Opel Corsa,black,2001-09-01,2001,2000,43,58,Manual,Petrol,5.6,135 g/km,130000.0,1.2 16V Comfort Sport
138477,opel,Opel Corsa,black,2001-02-01,2001,1500,55,75,Manual,Petrol,6.3,- (g/km),169000.0,2.0 DTI Comfort
138481,opel,Opel Corsa,silver,2001-04-01,2001,2970,55,75,Automatic,Petrol,6.2,149 g/km,95000.0,Elegance C - Automatik - 95tkm - TÜV neu - Top
138483,opel,Opel Corsa,silver,2001-06-01,2001,2100,55,75,Manual,Petrol,6.3,- (g/km),120000.0,Corsa 1.2 16V Comfort
138484,opel,Opel Corsa,silver,2001-12-01,2001,1490,55,75,Manual,Petrol,6.4,- (g/km),164000.0,Corsa 1.2 16V Fresh
138485,opel,Opel Corsa,silver,2001-03-01,2001,2200,43,58,Manual,Petrol,5.6,135 g/km,133000.0,1.0 12V Comfort
138489,opel,Opel Corsa,silver,2001-09-01,2001,450,43,58,Manual,Petrol,5.6,- (g/km),198650.0,1.0 12V Comfort
138491,opel,Opel Corsa,silver,2001-11-01,2001,1500,55,75,Manual,Petrol,6.3,151 g/km,132000.0,1.2 16V
138493,opel,Opel Corsa,silver,2001-06-01,2001,2599,55,75,Automatic,Petrol,6.3,151 g/km,178116.0,1.2 16V
138495,opel,Opel Corsa,silver,2001-09-01,2001,1600,43,58,Manual,Petrol,5.6,135 g/km,115000.0,1.0 12V
138499,opel,Opel Corsa,silver,2001-04-01,2001,2699,43,58,Manual,Petrol,5.6,133 g/km,71000.0,Basis C 71tkm  1HD
138504,opel,Opel Corsa,silver,2001-03-01,2001,1299,55,75,Manual,Petrol,6.3,- (g/km),180000.0,Corsa 1.2 16V
138505,opel,Opel Corsa,silver,2001-10-01,2001,1300,43,58,Manual,Petrol,5.6,135 g/km,144600.0,1.0 12V Comfort   Tüv/AU 10/2024
138506,opel,Opel Corsa,silver,2001-01-01,2001,2222,55,75,Manual,Petrol,6.3,151 g/km,202200.0,"1.2 16V Comfort Tüv, Inspektion, Sommerreifen neu"
138508,opel,Opel Corsa,silver,2001-05-01,2001,1900,43,58,Manual,Petrol,5.6,- (g/km),223500.0,1.0 12V
138509,opel,Opel Corsa,silver,2001-06-01,2001,7000,48,65,Manual,Diesel,4.7,127 g/km,258000.0,1.7 DI 16V Comfort
138510,opel,Opel Corsa,silver,2001-09-01,2001,2000,40,54,Manual,Petrol,5.8,- (g/km),170860.0,Corsa Edition 2000 Cool
138529,opel,Opel Corsa,silver,2001-06-01,2001,2800,55,75,Manual,Petrol,6.4,- (g/km),100000.0,1.2 16V Elegance
138534,opel,Opel Corsa,silver,2001-05-01,2001,2950,55,75,Manual,Petrol,6.4,154 g/km,144500.0,1.2 16V Elegance
138539,opel,Opel Corsa,silver,2001-11-01,2001,2999,55,75,Manual,Petrol,6.3,154 g/km,88220.0,1.2 16V COMFORT*HUNEU*
138542,opel,Opel Corsa,silver,2001-04-01,2001,3750,66,90,Automatic,Petrol,7.2,173 g/km,133000.0,1.4 16V Elegance
138543,opel,Opel Corsa,silver,2001-02-01,2001,3950,66,90,Automatic,Petrol,7.2,173 g/km,69800.0,1.4 16V Comfort*Automatik*Schiebedach*
138546,opel,Opel Corsa,silver,2001-06-01,2001,2550,66,90,Automatic,Petrol,7.2,173 g/km,137279.0,1.4 16V Comfort
138549,opel,Opel Corsa,silver,2001-04-01,2001,800,43,58,Manual,Petrol,5.6,- (g/km),141500.0,1.0 12V Comfort
138550,opel,Opel Corsa,silver,2001-06-01,2001,599,43,58,Manual,Petrol,5.6,- (g/km),196000.0,1.0 12V
138555,opel,Opel Corsa,white,2001-05-01,2001,2700,66,90,Automatic,Petrol,7.2,173 g/km,142000.0,1.4 16V Comfort 2 HAND AUTOMATIK GETRIEBE
138561,opel,Opel Corsa,blue,2002-04-01,2002,2200,55,75,Manual,Petrol,6.3,151 g/km,135000.0,1.2 16V Comfort
138569,opel,Opel Corsa,blue,2002-03-01,2002,1850,55,75,Manual,Petrol,6.4,154 g/km,168405.0,Fresh C KLIMA  5 TÜRIGTÜV 12/2023
138570,opel,Opel Corsa,blue,2002-10-01,2002,1650,43,58,Manual,Petrol,5.6,- (g/km),133136.0,1.0 12V
138573,opel,Opel Corsa,blue,2002-07-01,2002,1950,55,75,Manual,Petrol,6.4,154 g/km,178000.0,1.2 16V Njoy
138574,opel,Opel Corsa,blue,2002-07-01,2002,3999,66,90,Automatic,Petrol,7.9,190 g/km,111000.0,C 1.4 Elegance /Automatik/111tkm/Klima/
138579,opel,Opel Corsa,blue,2002-02-01,2002,900,43,58,Manual,Petrol,5.6,135 g/km,230000.0,1.0 12V
138580,opel,Opel Corsa,blue,2002-01-01,2002,900,55,75,Manual,Petrol,6.3,151 g/km,289000.0,1.2 16V
138581,opel,Opel Corsa,blue,2002-09-01,2002,3690,43,58,Automatic,Petrol,5.5,132 g/km,123000.0,C Eco AUTOMATIK !!!!
138582,opel,Opel Corsa,blue,2002-11-01,2002,1999,55,75,Manual,Petrol,6.3,154 g/km,142000.0,1.2 16V COMFORT*TÜV07.2024*KLIMA*
138583,opel,Opel Corsa,blue,2002-06-01,2002,2500,43,58,Manual,Petrol,5.6,133 g/km,140000.0,C Basis
138584,opel,Opel Corsa,blue,2002-01-01,2002,2100,43,58,Manual,Petrol,5.6,133 g/km,171060.0,C
138586,opel,Opel Corsa,blue,2002-11-01,2002,1300,55,75,Manual,Petrol,6.4,154 g/km,200100.0,1.2 16V Elegance
138589,opel,Opel Corsa,blue,2002-06-01,2002,1200,43,58,Manual,Petrol,5.6,- (g/km),176000.0,1.0 12V
138590,opel,Opel Corsa,blue,2002-12-01,2002,1200,44,60,Manual,Petrol,7.3,- (g/km),200000.0,Corsa Swing
138592,opel,Opel Corsa,blue,2002-12-01,2002,1250,43,58,Manual,Petrol,4.9,- (g/km),220000.0,1
138593,opel,Opel Corsa,blue,2002-01-01,2002,1250,43,58,Manual,Petrol,4.9,- (g/km),220000.0,1.0 12V Eco
138594,opel,Opel Corsa,blue,2002-07-01,2002,1550,55,75,Manual,Petrol,6.4,154 g/km,129000.0,1.2 16V Sport
138598,opel,Opel Corsa,blue,2002-12-01,2002,1800,55,75,Manual,Petrol,6.4,- (g/km),118500.0,1.2 16V Comfort TÜV 03/2023
138607,opel,Opel Corsa,blue,2002-11-01,2002,500,55,75,Manual,Petrol,6.3,151 g/km,142690.0,1.2 16V Comfort
138613,opel,Opel Corsa,blue,2002-06-01,2002,1890,44,60,Manual,Petrol,5.3,- (g/km),2001.0,1.0 12V
138618,opel,Opel Corsa,grey,2002-06-01,2002,1950,43,58,Manual,Petrol,4.9,- (g/km),110000.0,C Eco Tec *Tüv neu 06/25 * 110km* 2 hand
138619,opel,Opel Corsa,grey,2002-02-01,2002,2500,55,75,Manual,Petrol,6.3,- (g/km),115000.0,1.2 12V
138620,opel,Opel Corsa,grey,2002-07-01,2002,1490,43,58,Manual,Petrol,5.6,135 g/km,190000.0,1.0 Comfort*KLIMA* ISOFIX*TÜV AU 01/2024
138636,opel,Opel Corsa,grey,2002-01-01,2002,350,43,58,Manual,Petrol,4.9,118 g/km,222442.0,1.0 12V Eco
138639,opel,Opel Corsa,grey,2002-08-01,2002,1499,55,75,Manual,Petrol,6.1,154 g/km,222000.0,1.2 16V Sport ( Tüv & ÖL Service Neu )
138642,opel,Opel Corsa,red,2002-01-01,2002,1799,43,58,Manual,Petrol,5.6,135 g/km,151000.0,1.0 12V HU/AU NEU bei Kauf
138646,opel,Opel Corsa,red,2002-09-01,2002,1621,55,75,Manual,Petrol,6.3,- (g/km),107069.0,Corsa 1.2 16V
138647,opel,Opel Corsa,red,2002-01-01,2002,1700,48,65,Manual,Diesel,4.7,127 g/km,106023.0,Fresh C NUR 106.023 KM GELAUFEN
138649,opel,Opel Corsa,red,2002-11-01,2002,2650,43,58,Automatic,Petrol,5.6,116 g/km,83300.0,1.0 12V Easytronic Tüv 04/2024
138651,opel,Opel Corsa,red,2002-07-01,2002,3250,43,58,Manual,Petrol,5.6,135 g/km,229710.0,1.0 12V
138652,opel,Opel Corsa,red,2002-05-01,2002,1300,43,58,Manual,Petrol,5.6,- (g/km),169000.0,1.0 12V
138662,opel,Opel Corsa,black,2002-09-01,2002,1450,43,58,Automatic,Petrol,5.5,132 g/km,133000.0,C Eco -AUTOMATIK
138663,opel,Opel Corsa,black,2002-09-01,2002,1100,55,75,Automatic,Petrol,6.3,154 g/km,96975.0,1.2 16V COMFORT
138670,opel,Opel Corsa,black,2002-10-01,2002,2950,66,90,Manual,Petrol,7.2,173 g/km,220000.0,1.4 16V Elegance
138671,opel,Opel Corsa,black,2002-02-01,2002,2199,43,58,Manual,Petrol,4.9,- (g/km),92800.0,Corsa 1.0 12V Eco
138672,opel,Opel Corsa,black,2002-06-01,2002,950,55,75,Manual,Petrol,6.3,151 g/km,234000.0,Corsa 1.2/Klima/Alus/Tüv Neu/Zentral/
138673,opel,Opel Corsa,black,2002-06-01,2002,999,43,58,Manual,Petrol,5.6,135 g/km,199100.0,1.0 12V TÜV 04/2024 Klimaanlage
138674,opel,Opel Corsa,black,2002-12-01,2002,1950,55,75,Manual,Petrol,6.4,154 g/km,161000.0,1.2 16V Njoy
138675,opel,Opel Corsa,black,2002-10-01,2002,1999,55,75,Manual,Petrol,6.3,151 g/km,171000.0,1.2 16V Comfort
138676,opel,Opel Corsa,black,2002-12-01,2002,1950,55,75,Manual,Petrol,6.4,154 g/km,161000.0,1.2 16V Njoy
138679,opel,Opel Corsa,black,2002-10-01,2002,1990,43,58,Manual,Petrol,5.6,135 g/km,223070.0,1.0 12V TÜF Oktober 2024
138681,opel,Opel Corsa,black,2002-03-01,2002,1400,55,75,Manual,Petrol,6.0,154 g/km,199999.0,"1.2 16V Elegance, Servo, Klima,"
138685,opel,Opel Corsa,black,2002-06-01,2002,1800,43,58,Manual,Petrol,4.9,118 g/km,156369.0,1.0 12V Eco
138687,opel,Opel Corsa,black,2002-04-01,2002,2990,55,75,Manual,Petrol,6.4,- (g/km),100000.0,1.2 Fresh SR+WR Klima TÜV 01/2025
138696,opel,Opel Corsa,silver,2002-09-01,2002,1890,43,58,Manual,Petrol,5.6,133 g/km,140865.0,Basis C *ALLWETTERREIFEN / TÜV NEU*
138703,opel,Opel Corsa,silver,2002-08-01,2002,1800,55,75,Manual,Petrol,6.4,154 g/km,17700.0,1.2 16V Sport
138710,opel,Opel Corsa,silver,2002-06-01,2002,2100,66,90,Automatic,Petrol,7.2,173 g/km,166000.0,1.4 16V Elegance/Automatik/90PS/Tüv Neu
138712,opel,Opel Corsa,silver,2002-09-01,2002,2490,43,58,Automatic,Petrol,5.5,132 g/km,98000.0,"Eco CAUTOMATIK""KLIMAANLAGE""SERVO"""
138714,opel,Opel Corsa,silver,2002-02-01,2002,3850,55,75,Manual,Petrol,6.3,- (g/km),92000.0,1.2 16V Comfort TÜV/AU 06/2025
138716,opel,Opel Corsa,silver,2002-02-01,2002,890,55,75,Manual,Petrol,6.3,151 g/km,230000.0,1.2 16V
138721,opel,Opel Corsa,silver,2002-09-01,2002,2995,55,75,Manual,Petrol,6.3,149 g/km,197735.0,C 2. Hd.guter Zustand Tüv + Inspektion neu
138722,opel,Opel Corsa,silver,2002-02-01,2002,350,43,58,Manual,Petrol,5.6,- (g/km),291254.0,Corsa 1.0 12V
138723,opel,Opel Corsa,silver,2002-07-01,2002,1400,55,75,Manual,Petrol,6.3,- (g/km),128700.0,Corsa 1.2 16V
138731,opel,Opel Corsa,silver,2002-06-01,2002,2900,55,75,Manual,Petrol,6.4,- (g/km),88850.0,1.2 16V Fresh
138734,opel,Opel Corsa,silver,2002-01-01,2002,3500,55,75,Automatic,Petrol,6.3,151 g/km,126500.0,1.2 16V
138741,opel,Opel Corsa,silver,2002-01-01,2002,1450,43,58,Manual,Petrol,5.6,135 g/km,126000.0,1.0 12V
138742,opel,Opel Corsa,silver,2002-05-01,2002,3499,55,75,Automatic,Petrol,6.4,154 g/km,71105.0,1.2 16V Fresh*AUTOMATIK*KLIMA*HU/AU NEU*
138748,opel,Opel Corsa,silver,2002-06-01,2002,2499,43,58,Manual,Petrol,5.6,133 g/km,113000.0,C 1.0 Basis TÜV/Allwetterreifen/1. Hand
138749,opel,Opel Corsa,silver,2002-08-01,2002,1800,66,90,Manual,Petrol,7.2,173 g/km,199244.0,1.4 16V Sport
138757,opel,Opel Corsa,silver,2002-08-01,2002,2700,55,75,Manual,Petrol,6.4,154 g/km,104000.0,1.2 16V Elegance
138761,opel,Opel Corsa,silver,2002-06-01,2002,2190,43,58,Manual,Petrol,5.6,133 g/km,139000.0,"TÜV, KLIMA"
138766,opel,Opel Corsa,silver,2002-05-01,2002,2100,43,58,Manual,Petrol,5.6,- (g/km),198000.0,1.0 12V Comfort
138773,opel,Opel Corsa,blue,2003-01-01,2003,1300,43,58,Manual,Petrol,5.5,131 g/km,140000.0,1.0 12V Njoy
138777,opel,Opel Corsa,blue,2003-05-01,2003,4500,55,75,Automatic,Petrol,6.4,154 g/km,35300.0,1.2 16V Njoy
138781,opel,Opel Corsa,blue,2003-04-01,2003,1000,43,58,Manual,Petrol,4.9,118 g/km,118000.0,1.0 12V Eco
138785,opel,Opel Corsa,blue,2003-08-01,2003,1950,43,58,Manual,Petrol,4.9,- (g/km),130000.0,Corsa*Steuerkette Neu*
138787,opel,Opel Corsa,blue,2003-06-01,2003,1999,55,75,Manual,Petrol,6.4,154 g/km,101256.0,"C Sport,Klima,Garantie,Tüv Neu"
138791,opel,Opel Corsa,blue,2003-03-01,2003,1850,55,75,Manual,Petrol,6.3,149 g/km,173421.0,C*5 TÜRER*GSSD*4 ZYLINDER*TÜV NEU*
138793,opel,Opel Corsa,blue,2003-04-01,2003,1500,55,75,Manual,Petrol,6.3,149 g/km,93500.0,1.2 16V
138794,opel,Opel Corsa,blue,2003-01-01,2003,2850,55,75,Manual,Petrol,6.3,151 g/km,217500.0,vectra-c-signum
138796,opel,Opel Corsa,blue,2003-06-01,2003,1800,55,75,Automatic,Petrol,6.0,143 g/km,128821.0,Enjoy * Klima * Tüv&Inspektion Neu*
138803,opel,Opel Corsa,blue,2003-10-01,2003,3800,55,75,Manual,Petrol,6.4,152 g/km,112065.0,C 1.2 / TOP
138805,opel,Opel Corsa,blue,2003-12-01,2003,2000,44,60,Manual,Petrol,5.5,132 g/km,154000.0,1.8 7.Sitzer* Klimaanlge
138811,opel,Opel Corsa,blue,2003-09-01,2003,599,55,75,Manual,Petrol,6.0,143 g/km,194050.0,1.2 16V klimaanlage
138812,opel,Opel Corsa,blue,2003-03-01,2003,1950,43,58,Manual,Petrol,5.5,131 g/km,180000.0,1.0 12V - TÜV NEU
138813,opel,Opel Corsa,blue,2003-02-01,2003,1290,43,58,Manual,Petrol,5.6,- (g/km),206000.0,C 1.0 12V TÜV 03.2024
138815,opel,Opel Corsa,blue,2003-05-01,2003,2450,43,58,Manual,Petrol,5.6,- (g/km),137760.0,Corsa 1.0 12V Njoy
138817,opel,Opel Corsa,blue,2003-12-01,2003,1500,55,75,Manual,Petrol,6.4,- (g/km),278225.0,1.2 16V Njoy
138818,opel,Opel Corsa,blue,2003-09-01,2003,1900,55,75,Manual,Petrol,4.3,151 g/km,273000.0,1.2 16V
138819,opel,Opel Corsa,blue,2003-07-01,2003,3900,55,75,Semi-automatic,Petrol,6.2,149 g/km,66890.0,Njoy C
138821,opel,Opel Corsa,blue,2003-03-01,2003,2490,43,58,Automatic,Petrol,5.5,132 g/km,162366.0,C Basis*Schiebedach*Automatikgetriebe
138822,opel,Opel Corsa,blue,2003-11-01,2003,700,55,75,Manual,Petrol,6.3,- (g/km),220000.0,Corsa 1.2
138828,opel,Opel Corsa,grey,2003-08-01,2003,2500,51,69,Manual,Diesel,4.4,119 g/km,82000.0,1.3 CDTI
138829,opel,Opel Corsa,grey,2003-12-01,2003,1500,44,60,Manual,Petrol,4.8,115 g/km,102000.0,1.0 12V Easytronic Eco
138830,opel,Opel Corsa,grey,2003-01-01,2003,500,43,58,Manual,Petrol,5.6,- (g/km),2390000.0,1.0 12v Club
138833,opel,Opel Corsa,grey,2003-02-01,2003,2350,43,58,Manual,Petrol,5.6,135 g/km,124000.0,"1.0 12V, Klima, Tüv, Allwetterreifen"
138834,opel,Opel Corsa,grey,2003-03-01,2003,1650,55,75,Manual,Petrol,6.3,- (g/km),185000.0,CORSA-C 1.2
138835,opel,Opel Corsa,grey,2003-05-01,2003,1899,43,58,Manual,Petrol,5.6,- (g/km),144167.0,1.0 12V Njoy
138836,opel,Opel Corsa,grey,2003-12-01,2003,850,55,75,Manual,Petrol,6.4,154 g/km,193000.0,1.2 16V Fresh
138837,opel,Opel Corsa,grey,2003-07-01,2003,850,55,75,Manual,Petrol,6.3,- (g/km),205885.0,1.2 16V
138842,opel,Opel Corsa,black,2003-05-01,2003,990,43,58,Manual,Petrol,5.6,133 g/km,145000.0,C 1.0
138848,opel,Opel Corsa,black,2003-05-01,2003,1700,66,90,Manual,Petrol,7.2,163 g/km,278179.0,Corsa 1.4 16V Sport
138850,opel,Opel Corsa,black,2003-09-01,2003,3490,43,58,Manual,Petrol,5.6,133 g/km,67000.0,Njoy C*Klima*1 Hand*67TKM*Tüv 7/2024!
138852,opel,Opel Corsa,black,2003-10-01,2003,1800,55,75,Manual,Petrol,6.4,- (g/km),148000.0,1.2 16V Njoy
138855,opel,Opel Corsa,black,2003-05-01,2003,1199,55,75,Manual,Petrol,6.3,- (g/km),194000.0,Corsa 1.2 16V
138856,opel,Opel Corsa,black,2003-03-01,2003,1300,43,58,Manual,Petrol,5.6,- (g/km),217000.0,1.0 12V
138857,opel,Opel Corsa,black,2003-03-01,2003,1400,43,58,Manual,Petrol,5.6,- (g/km),242480.0,Corsa C 1.0 12V Njoy GEPFLEGT
138859,opel,Opel Corsa,black,2003-07-01,2003,2990,43,58,Manual,Petrol,5.6,133 g/km,147150.0,C Njoy
138860,opel,Opel Corsa,black,2003-06-01,2003,1999,43,58,Manual,Petrol,5.6,133 g/km,197361.0,C Njoy
138861,opel,Opel Corsa,black,2003-12-01,2003,1600,43,58,Manual,Petrol,5.3,127 g/km,223000.0,1
138862,opel,Opel Corsa,black,2003-05-01,2003,1199,55,75,Manual,Petrol,6.3,- (g/km),194000.0,Corsa 1.2 16V
138863,opel,Opel Corsa,black,2003-01-01,2003,1790,55,75,Manual,Petrol,6.4,151 g/km,184000.0,1.2 16V Sportsline *KLIMA*TÜV NEU*2. Hand*
138865,opel,Opel Corsa,black,2003-03-01,2003,3290,55,75,Manual,Petrol,6.3,151 g/km,104000.0,1.2 16V
138873,opel,Opel Corsa,silver,2003-01-01,2003,500,43,58,Manual,Petrol,5.6,- (g/km),145000.0,Corsa 1.0 12V
138893,opel,Opel Corsa,silver,2003-02-01,2003,1100,55,75,Manual,Petrol,6.3,149 g/km,152000.0,Njoy C
138895,opel,Opel Corsa,silver,2003-09-01,2003,1599,55,75,Manual,Petrol,6.0,143 g/km,109000.0,1.2 16V Corsa C
138896,opel,Opel Corsa,silver,2003-04-01,2003,1500,55,75,Manual,Petrol,6.4,154 g/km,89000.0,1.2 16V Elegance
138898,opel,Opel Corsa,silver,2003-01-01,2003,2400,43,58,Automatic,Petrol,5.5,132 g/km,170000.0,C Eco
138907,opel,Opel Corsa,silver,2003-04-01,2003,1999,55,75,Manual,Petrol,6.4,154 g/km,104000.0,1.2 16V Njoy / Klima / 1.Hand / 5-Türig / Tüv neu
138911,opel,Opel Corsa,silver,2003-06-01,2003,790,44,60,Manual,Petrol,5.3,127 g/km,183300.0,1.0 12V
138912,opel,Opel Corsa,silver,2003-12-01,2003,1500,51,69,Manual,Diesel,4.5,119 g/km,134300.0,C 1.3 Basis Klima/Allwetterreifen/EU4
