index,brand,model,registration_date,year,price_in_euro,power_kw,power_ps,fuel_type,fuel_consumption_l_100km,fuel_consumption_g_km,mileage_in_km,offer_description,years_since_registration,T_model_age,T_power_kw,T_mileage,T_car_age,mileage_per_year,color_black,color_blue,color_grey,color_other,color_red,color_silver,color_white,transmission_type_Automatic,transmission_type_Manual
140624,opel,Opel Astra,2008-05-01,2008,3900,110,150,Diesel,5.8,- (g/km),227000.0,Astra GTC 1.9 CDTI DPF Sport,17.833333333333332,6.082201995573399,4.700480365792417,5613.298016575491,4.222953153106642,1074.7364282286676,False,True,False,False,False,False,False,False,True
140632,opel,Opel Astra,2008-01-01,2008,2600,85,116,Petrol,6.8,163 g/km,185542.0,H 1.6 Caravan*2 Hand*,18.166666666666668,6.082201995573399,4.442651256490317,4874.269789030107,4.262237284181474,926.273279937867,False,True,False,False,False,False,False,False,True
140634,opel,Opel Astra,2008-02-01,2008,4790,66,90,Petrol,6.3,151 g/km,97810.0,H Lim. Edition 1.4 Lt  2.Hand  Tüv Neu,18.083333333333332,6.082201995573399,4.189654742026425,3113.639163753147,4.252450274057691,592.797456671162,False,True,False,False,False,False,False,False,True
140638,opel,Opel Astra,2008-06-01,2008,1980,81,110,Diesel,5.3,140 g/km,223790.0,H Caravan Edition,17.75,6.082201995573399,4.394449154672439,5557.615196709816,4.2130748865881795,1066.0915712160677,False,True,False,False,False,False,False,False,True
140645,opel,Opel Astra,2008-07-01,2008,5490,103,140,Petrol,8.0,192 g/km,169800.0,H Twin Top Edition 1.8,17.666666666666668,6.082201995573399,4.634728988229636,4580.958739644832,4.203173404306164,880.4163120632526,False,True,False,False,False,False,False,True,False
140646,opel,Opel Astra,2008-02-01,2008,5900,103,140,Petrol,7.7,185 g/km,129756.0,"Edition,HU/AU 01.2024, 2. Hand,Anhängerkupplung",18.083333333333332,6.082201995573399,4.634728988229636,3794.802817240658,4.252450274057691,722.482388073909,False,True,False,False,False,False,False,False,True
140657,opel,Opel Astra,2008-06-01,2008,3599,66,90,Petrol,6.3,151 g/km,121700.0,H 1.4 + TÜV 10.203,17.75,6.082201995573399,4.189654742026425,3628.301804278277,4.2130748865881795,696.000322882932,False,False,True,False,False,False,False,False,True
140658,opel,Opel Astra,2008-04-01,2008,7950,85,116,Petrol,6.6,158 g/km,74000.0,H 1.6 Caravan/Edition/Automatik/Sport/Klima/1.Hand,17.916666666666668,6.082201995573399,4.442651256490317,2561.3103462640274,4.232808366400098,489.47145909455054,False,False,True,False,False,False,False,True,False
140664,opel,Opel Astra,2008-12-01,2008,3800,81,110,Diesel,5.4,143 g/km,175000.0,Astra 1.7 CDTI DPF NAVI,17.25,6.082201995573399,4.394449154672439,4678.7154607309,4.153311931459037,907.9045714599763,False,False,True,False,False,False,False,False,True
140666,opel,Opel Astra,2008-10-01,2008,3200,81,110,Diesel,5.4,- (g/km),186500.0,Astra 1.7 CDTI DPF Innovation,17.416666666666668,6.082201995573399,4.394449154672439,4891.873131730199,4.173328008516305,945.5950064788515,False,False,True,False,False,False,False,False,True
140676,opel,Opel Astra,2008-09-01,2008,2700,66,90,Petrol,6.1,146 g/km,266600.0,1.4 Eco Flex + lpg gas,17.5,6.082201995573399,4.189654742026425,6282.060311322345,4.183300132670378,1211.980813483378,False,False,True,False,False,False,False,False,True
140678,opel,Opel Astra,2008-02-01,2008,3599,85,116,Petrol,6.9,164 g/km,160000.0,Cabrio Twin Top Cosmo *FÜR GEWERBETREIBENDE*,18.083333333333332,6.082201995573399,4.442651256490317,4394.242173224468,4.252450274057691,836.6080484241827,True,False,False,False,False,False,False,False,True
140679,opel,Opel Astra,2008-10-01,2008,4950,103,140,Petrol,7.4,177 g/km,142500.0,Twin Top 1.8 Cosmo,17.416666666666668,6.082201995573399,4.634728988229636,4052.0090348153135,4.173328008516305,783.249975285719,True,False,False,False,False,False,False,False,True
140681,opel,Opel Astra,2008-06-01,2008,4900,103,140,Petrol,7.1,169 g/km,166732.0,"GTC 1.8  OPC lineEdition Tempomat, Klimaaut., Navi",17.75,6.082201995573399,4.634728988229636,4522.861321831239,4.2130748865881795,867.599530071461,True,False,False,False,False,False,False,False,True
140682,opel,Opel Astra,2008-07-01,2008,1599,81,110,Diesel,5.3,140 g/km,217473.0,H kombi 1.7 CDTI  Edition Klimaanlage,17.666666666666668,6.082201995573399,4.394449154672439,5447.3307046433,4.203173404306164,1046.9246902544264,True,False,False,False,False,False,False,False,True
140683,opel,Opel Astra,2008-06-01,2008,2499,74,101,Diesel,5.8,157 g/km,184500.0,GTC,17.75,6.082201995573399,4.30406509320417,4855.091949708323,4.2130748865881795,931.3297919811494,True,False,False,False,False,False,False,False,True
140691,opel,Opel Astra,2008-03-01,2008,4500,103,140,Petrol,7.7,185 g/km,150000.0,H Twin Top Edition Klima Allu Tüv,18.0,6.082201995573399,4.634728988229636,4200.141109280745,4.242640687119285,801.1499089762395,True,False,False,False,False,False,False,False,True
140693,opel,Opel Astra,2008-04-01,2008,4900,66,90,Petrol,6.3,149 g/km,140000.0,"H Lim. Automatik""TÜV NEU""Garantiefähig!",17.916666666666668,6.082201995573399,4.189654742026425,4002.1155633017524,4.232808366400098,764.8121779118392,True,False,False,False,False,False,False,True,False
140702,opel,Opel Astra,2008-02-01,2008,4999,103,140,Petrol,7.7,185 g/km,190186.0,Edition D  4-türig  Tempomat  PDC  Alu,18.083333333333332,6.082201995573399,4.634728988229636,4959.35253429746,4.252450274057691,944.1979029848476,True,False,False,False,False,False,False,False,True
140707,opel,Opel Astra,2008-06-01,2008,2600,66,90,Petrol,6.3,151 g/km,185000.0,H Twin Top Cosmo,17.75,6.082201995573399,4.189654742026425,4864.298411644463,4.2130748865881795,933.0958249149608,True,False,False,False,False,False,False,False,True
140709,opel,Opel Astra,2008-09-01,2008,6950,85,116,Petrol,6.9,164 g/km,114000.0,"GTC 1.6 Edition, Klima, PDC, HU neu !",17.5,6.082201995573399,4.442651256490317,3466.0386076011455,4.183300132670378,668.6934036010532,True,False,False,False,False,False,False,False,True
140710,opel,Opel Astra,2008-09-01,2008,1900,66,90,Petrol,6.1,146 g/km,203474.0,Tigra Twin Top 1.4 Edition,17.5,6.082201995573399,4.189654742026425,5199.436108946196,4.183300132670378,1003.113070025429,True,False,False,False,False,False,False,False,True
140711,opel,Opel Astra,2008-05-01,2008,4440,85,116,Petrol,6.7,161 g/km,170000.0,Twin Top 1.8 Edition,17.833333333333332,6.082201995573399,4.442651256490317,4584.735070454088,4.222953153106642,877.8051297908083,True,False,False,False,False,False,False,False,True
140713,opel,Opel Astra,2008-05-01,2008,4490,103,140,Petrol,7.3,185 g/km,182000.0,B Sport,17.833333333333332,6.082201995573399,4.634728988229636,4808.946788534296,4.222953153106642,920.7332801125942,True,False,False,False,False,False,False,False,True
140717,opel,Opel Astra,2008-04-01,2008,3499,85,116,Petrol,6.6,158 g/km,241000.0,1.6 Caravan,17.916666666666668,6.082201995573399,4.442651256490317,5853.450226796132,4.232808366400098,1118.605883674468,True,False,False,False,False,False,False,False,True
140724,opel,Opel Astra,2008-06-01,2008,5999,66,90,LPG,6.1,146 g/km,185000.0,GTC 1.4,17.75,6.082201995573399,4.189654742026425,4864.298411644463,4.2130748865881795,933.0958249149608,True,False,False,False,False,False,False,False,True
140732,opel,Opel Astra,2008-04-01,2008,3980,85,116,Petrol,6.6,158 g/km,132000.0,H Lim. Edition*TÜV Neu*Service Neu,17.916666666666668,6.082201995573399,4.442651256490317,3840.6236494197046,4.232808366400098,733.9507546426462,True,False,False,False,False,False,False,False,True
140737,opel,Opel Astra,2008-08-01,2008,1799,85,116,Petrol,6.8,- (g/km),205750.0,Astra Twin Top 1.6 Endless Summer,17.583333333333332,6.082201995573399,4.442651256490317,5240.079678276928,4.193248541803041,1009.0176959752492,True,False,False,False,False,False,False,False,True
140743,opel,Opel Astra,2008-06-01,2008,8500,103,140,Petrol,7.4,- (g/km),83000.0,Astra Twin Top 1.8 Endless Summer,17.75,6.082201995573399,4.634728988229636,2775.5858492493276,4.2130748865881795,532.4277724055247,True,False,False,False,False,False,False,False,True
140749,opel,Opel Astra,2008-04-01,2008,5790,85,116,Petrol,6.6,158 g/km,193445.0,Edition H RATENKAUF OHNE BANK + TÜV NEU,17.916666666666668,6.082201995573399,4.442651256490317,5018.688679434204,4.232808366400098,959.0813054915676,True,False,False,False,False,False,False,False,True
140751,opel,Opel Astra,2008-06-01,2008,3700,85,116,Petrol,6.7,156 g/km,192900.0,"Astra H 1.6 , AHK, TEMPOMAT, ALU, FAST VOLL",17.75,6.082201995573399,4.442651256490317,5008.786951064055,4.2130748865881795,960.8123919244472,True,False,False,False,False,False,False,False,True
140759,opel,Opel Astra,2008-05-01,2008,3300,66,90,LPG,6.1,- (g/km),212000.0,Astra GTC 1.4 Edition mit Gasanlage und AHK,17.833333333333332,6.082201995573399,4.189654742026425,5351.00186881888,4.222953153106642,1024.516535369664,True,False,False,False,False,False,False,False,True
140761,opel,Opel Astra,2008-05-01,2008,3399,103,140,Petrol,7.5,180 g/km,263100.0,Innovation H GTC,17.833333333333332,6.082201995573399,4.634728988229636,6224.215111764876,4.222953153106642,1191.7041813906903,True,False,False,False,False,False,False,False,True
140765,opel,Opel Astra,2008-09-01,2008,2999,85,116,Petrol,6.5,156 g/km,221800.0,H GTC 1.6 VHB,17.5,6.082201995573399,4.442651256490317,5522.97502409883,4.183300132670378,1065.5325531484234,True,False,False,False,False,False,False,False,True
140766,opel,Opel Astra,2008-06-01,2008,3800,66,90,Petrol,6.3,151 g/km,125000.0,Edition H GTC,17.75,6.082201995573399,4.189654742026425,3696.8940915707826,4.2130748865881795,709.1580635225255,True,False,False,False,False,False,False,False,True
140770,opel,Opel Astra,2008-06-01,2008,8900,103,140,Petrol,8.1,194 g/km,118000.0,1.8 Automatik Twin Top Endless Summer,17.75,6.082201995573399,4.634728988229636,3550.728001937025,4.2130748865881795,681.1196998286136,True,False,False,False,False,False,False,True,False
140777,opel,Opel Astra,2008-02-01,2008,5390,103,140,Petrol,7.7,185 g/km,174585.0,H Twin Top Endless *Klima*Ahk*Leder*Pdc*,18.083333333333332,6.082201995573399,4.634728988229636,4670.94602750855,4.252450274057691,889.288957304129,True,False,False,False,False,False,False,False,True
140782,opel,Opel Astra,2008-06-01,2008,3950,66,90,Petrol,6.1,- (g/km),148500.0,Cosmo 4x4*2HD*SH*PDC*Navi*Shz*KlimaA*TÜV*,17.75,6.082201995573399,4.189654742026425,4170.695827821545,4.2130748865881795,800.0452551624778,True,False,False,False,False,False,False,False,True
140789,opel,Opel Astra,2008-05-01,2008,2700,110,150,Diesel,5.8,154 g/km,273000.0,Caravan 1.7 CDTI Edition,17.833333333333332,6.082201995573399,4.700480365792417,6387.249087352767,4.222953153106642,1222.919084302641,True,False,False,False,False,False,False,False,True
140790,opel,Opel Astra,2008-07-01,2008,2490,81,110,Diesel,5.3,140 g/km,250000.0,H GTC Innovation,17.666666666666668,6.082201995573399,4.394449154672439,6005.622169907153,4.203173404306164,1154.2229526574838,True,False,False,False,False,False,False,False,True
140808,opel,Opel Astra,2008-03-01,2008,1400,74,101,Diesel,5.8,157 g/km,245000.0,GTC 1.9 CDTI,18.0,6.082201995573399,4.30406509320417,5921.289011874641,4.242640687119285,1129.4478041233565,False,False,False,False,False,True,False,False,True
140809,opel,Opel Astra,2008-09-01,2008,2490,85,116,Petrol,6.6,153 g/km,199564.0,H Caravan 1.6 Edition Easytronic AHK+Temp+Klima+LM,17.5,6.082201995573399,4.442651256490317,5129.2933806278925,4.183300132670378,989.580624185337,False,False,False,False,False,True,False,True,False
140816,opel,Opel Astra,2008-02-01,2008,3400,81,110,Diesel,5.3,- (g/km),155000.0,1.7 CDTI Caravan DPF,18.083333333333332,6.082201995573399,4.394449154672439,4297.661330636506,4.252450274057691,818.2202793738057,False,False,False,False,False,True,False,False,True
140821,opel,Opel Astra,2008-09-01,2008,3900,66,90,Petrol,6.1,146 g/km,124000.0,"1.4, TÜV-neu",17.5,6.082201995573399,4.189654742026425,3676.1665550085772,4.183300132670378,709.2328171077097,False,False,False,False,False,True,False,False,True
140823,opel,Opel Astra,2008-02-01,2008,3250,85,116,Petrol,6.8,163 g/km,160000.0,H Caravan Innovation,18.083333333333332,6.082201995573399,4.442651256490317,4394.242173224468,4.252450274057691,836.6080484241827,False,False,False,False,False,True,False,False,True
140828,opel,Opel Astra,2008-03-01,2008,3999,85,116,Petrol,6.9,164 g/km,178000.0,Cosmo H Twin Top,18.0,6.082201995573399,4.442651256490317,4734.716736491084,4.242640687119285,903.1167724547429,False,False,False,False,False,True,False,False,True
140829,opel,Opel Astra,2008-01-01,2008,3999,81,110,Diesel,5.6,149 g/km,169000.0,H 1.9 CDTI Caravan CATCH ME Now,18.166666666666668,6.082201995573399,4.394449154672439,4565.84004962973,4.262237284181474,867.6613772919086,False,False,False,False,False,True,False,False,True
140835,opel,Opel Astra,2008-01-01,2008,1500,74,101,Diesel,6.1,165 g/km,299420.0,H 1.9 CDTI//74 KW// Caravan Edition//KLIMA,18.166666666666668,6.082201995573399,4.30406509320417,6813.912686520574,4.262237284181474,1294.8699039101691,False,False,False,False,False,True,False,False,True
140841,opel,Opel Astra,2008-07-01,2008,7990,103,140,Petrol,7.7,177 g/km,88000.0,H 1.8 Twin Top Endless Summer 88tkm Leder,17.666666666666668,6.082201995573399,4.634728988229636,2891.5976991435123,4.203173404306164,555.7373307509637,False,False,False,False,False,True,False,False,True
140843,opel,Opel Astra,2008-04-01,2008,5800,103,140,Petrol,7.7,185 g/km,142441.0,Twin Top Cabrio,17.916666666666668,6.082201995573399,4.634728988229636,4050.8345901262405,4.232808366400098,774.1224800313116,False,False,False,False,False,True,False,False,True
140850,opel,Opel Astra,2008-07-01,2008,2500,66,90,Petrol,6.1,146 g/km,212500.0,GTC 1.4,17.666666666666668,6.082201995573399,4.189654742026425,5359.832947900152,4.203173404306164,1030.1084610142602,False,False,False,False,False,True,False,False,True
140852,opel,Opel Astra,2008-03-01,2008,6999,103,140,Petrol,8.0,192 g/km,105900.0,H 1.8 Caravan Edition Automatik Klima AHK,18.0,6.082201995573399,4.634728988229636,3291.7524848646526,4.242640687119285,627.8806199616548,False,False,False,False,False,True,False,True,False
140857,opel,Opel Astra,2008-08-01,2008,7290,103,140,Petrol,7.0,168 g/km,147000.0,1.8 Innovation AHK Xenon Scheckheft PDC Automatik,17.583333333333332,6.082201995573399,4.634728988229636,4141.161181155613,4.193248541803041,797.4124765686346,False,False,False,False,False,True,False,True,False
140859,opel,Opel Astra,2008-02-01,2008,4990,103,140,Petrol,7.7,185 g/km,140000.0,"H 1.8 Twin Top Endless Summer, Leder",18.083333333333332,6.082201995573399,4.634728988229636,4002.1155633017524,4.252450274057691,761.9521089173465,False,False,False,False,False,True,False,False,True
140861,opel,Opel Astra,2008-02-01,2008,7490,103,140,Petrol,7.7,185 g/km,104000.0,Endless Summer *Leder*Navi*SHZ*Keyless*GARANTIE,18.083333333333332,6.082201995573399,4.634728988229636,3250.2991741978735,4.252450274057691,618.8157916032798,False,False,False,False,False,True,False,False,True
140862,opel,Opel Astra,2008-11-01,2008,5499,85,116,Petrol,6.6,- (g/km),167000.0,Caravan 1. Hand Scheckh. Tempom. ATM bei 125tkm,17.333333333333332,6.082201995573399,4.442651256490317,4527.949033554454,4.163331998932265,876.9432286149325,False,False,False,False,False,True,False,False,True
140864,opel,Opel Astra,2008-05-01,2008,4598,85,116,Petrol,6.8,163 g/km,199850.0,H Caravan Edition *TÜV-NEU*,17.833333333333332,6.082201995573399,4.442651256490317,5134.437915332622,4.222953153106642,983.0526456624694,False,False,False,False,False,True,False,False,True
140876,opel,Opel Astra,2008-12-01,2008,4750,66,90,Petrol,6.1,- (g/km),151000.0,1.4 Caravan,17.25,6.082201995573399,4.189654742026425,4219.722223540228,4.153311931459037,818.8369498419852,False,False,False,False,False,True,False,False,True
140905,opel,Opel Astra,2008-07-01,2008,5999,85,116,Petrol,6.8,163 g/km,173000.0,"Twintop Cosmo 1.6,Navi,Leder,SHZ,GRA!",17.666666666666668,6.082201995573399,4.442651256490317,4641.2212519296445,4.203173404306164,891.9981886608956,False,False,False,False,False,True,False,False,True
140908,opel,Opel Astra,2008-12-01,2008,3990,85,116,Petrol,6.4,151 g/km,167000.0,1.6 Caravan Easytronic Edition,17.25,6.082201995573399,4.442651256490317,4527.949033554454,4.153311931459037,878.6483515412725,False,False,False,False,False,True,False,False,True
140917,opel,Opel Astra,2008-03-01,2008,4500,85,116,Petrol,6.5,- (g/km),145800.0,GTC 1.6,18.0,6.082201995573399,4.442651256490317,4117.468323938607,4.242640687119285,785.3806067722456,False,False,False,False,False,True,False,False,True
140931,opel,Opel Astra,2009-09-01,2009,3490,81,110,Diesel,5.6,149 g/km,212017.0,"H Selection ""110 Jahre""Wagen Nr.:069",16.5,5.808785733563703,4.394449154672439,5351.3022280469,4.06201920231798,1057.1477535281676,False,True,False,False,False,False,False,False,True
140934,opel,Opel Astra,2009-09-01,2009,3200,85,116,Petrol,6.3,- (g/km),169000.0,Astra 1.6,16.5,5.808785733563703,4.442651256490317,4565.84004962973,4.06201920231798,901.9799939792717,False,True,False,False,False,False,False,False,True
140937,opel,Opel Astra,2009-05-01,2009,6500,103,140,Petrol,7.1,169 g/km,112000.0,1.8 Edition OPC Line,16.833333333333332,5.808785733563703,4.634728988229636,3423.360346756366,4.102844541697057,670.872945233377,False,True,False,False,False,False,False,False,True
140948,opel,Opel Astra,2009-05-01,2009,5500,103,140,Petrol,7.1,- (g/km),162000.0,1.8 Edition,16.833333333333332,5.808785733563703,4.634728988229636,4432.620086924674,4.102844541697057,868.6566973977448,False,True,False,False,False,False,False,False,True
140962,opel,Opel Astra,2009-06-01,2009,4500,66,90,Petrol,6.1,- (g/km),135000.0,1.4,16.75,5.808785733563703,4.189654742026425,3901.5182069290013,4.092676385936225,766.1036970075913,False,True,False,False,False,False,False,False,True
140965,opel,Opel Astra,2009-03-01,2009,4990,66,90,Petrol,5.9,141 g/km,130000.0,GTC 1.4 TOP ZUSTAND !,17.0,5.808785733563703,4.189654742026425,3799.7965720346365,4.123105625617661,741.6978781452547,False,True,False,False,False,False,False,False,True
140977,opel,Opel Astra,2009-12-01,2009,4900,103,140,Petrol,7.1,169 g/km,179700.0,GTC 1.8 Selection,16.25,5.808785733563703,4.634728988229636,4766.325020261446,4.031128874149275,947.3669109832523,False,True,False,False,False,False,False,False,True
140982,opel,Opel Astra,2009-02-01,2009,6800,85,116,Petrol,8.0,- (g/km),125094.0,Astra 1.6 Caravan Sport,17.083333333333332,5.808785733563703,4.442651256490317,3698.8399171782053,4.133198922545748,720.5720980210543,False,True,False,False,False,False,False,False,True
140988,opel,Opel Astra,2009-04-01,2009,5670,66,90,Petrol,6.3,151 g/km,75000.0,"Selection ""110 Jahre"" ,8x Räder, Klima, HU Neu",16.916666666666668,5.808785733563703,4.189654742026425,2585.490130975654,4.112987559751022,505.671117083953,False,True,False,False,False,False,False,False,True
140995,opel,Opel Astra,2009-06-01,2009,2290,66,90,Petrol,6.3,151 g/km,286000.0,H Lim. Basis/ 1 Hand/TÜV/AU 07/2024,16.75,5.808785733563703,4.189654742026425,6598.667164587061,4.092676385936225,1295.7169599092792,False,True,False,False,False,False,False,False,True
140997,opel,Opel Astra,2009-05-01,2009,2780,103,140,Petrol,7.1,169 g/km,241218.0,1.8 Innovation 110 Jahre Car. AHK-abnehmb.,16.833333333333332,5.808785733563703,4.634728988229636,5857.156099632693,4.102844541697057,1147.8217789650269,False,True,False,False,False,False,False,False,True
141002,opel,Opel Astra,2009-05-01,2009,3795,81,110,Diesel,5.6,149 g/km,174380.0,"H Caravan*1 Hand""110 Jahre*klima*8 Fach*",16.833333333333332,5.808785733563703,4.394449154672439,4667.106070622627,4.102844541697057,914.6087113738495,False,True,False,False,False,False,False,False,True
141009,opel,Opel Astra,2009-03-01,2009,2899,81,110,Diesel,5.3,140 g/km,238000.0,H Caravan Edition Klima Navi,17.0,5.808785733563703,4.394449154672439,5802.349303540498,4.123105625617661,1132.5843594803778,False,True,False,False,False,False,False,False,True
141022,opel,Opel Astra,2009-04-01,2009,6999,88,120,Diesel,7.0,- (g/km),97892.0,1.9 CDTI DPF Automatik Edition,16.916666666666668,5.808785733563703,4.477336814478207,3115.4661796108317,4.112987559751022,609.324028897606,False,True,False,False,False,False,False,True,False
141023,opel,Opel Astra,2009-04-01,2009,4250,85,116,Petrol,6.5,156 g/km,129000.0,GTC 1.6,16.916666666666668,5.808785733563703,4.442651256490317,3779.312441707037,4.112987559751022,739.1593266248963,False,True,False,False,False,False,False,False,True
141034,opel,Opel Astra,2009-07-01,2009,5970,85,116,Petrol,6.3,153 g/km,165000.0,1.6 Ecotec Edition Automatik+1.Hand+PDC+,16.666666666666668,5.808785733563703,4.442651256490317,4489.921633488288,4.08248290463863,883.4110645783915,False,True,False,False,False,False,False,True,False
141037,opel,Opel Astra,2009-03-01,2009,3500,66,90,Petrol,6.3,151 g/km,158000.0,H Lim. Klimaanlage/SR+WR/TÜV 05.2024/MFL,17.0,5.808785733563703,4.189654742026425,4355.7200678390445,4.123105625617661,850.2108654677411,False,True,False,False,False,False,False,False,True
141042,opel,Opel Astra,2009-06-01,2009,4999,66,90,Petrol,6.3,151 g/km,99010.0,H Lim. Basis,16.75,5.808785733563703,4.189654742026425,3140.33039241579,4.092676385936225,616.6365491214065,False,True,False,False,False,False,False,False,True
141046,opel,Opel Astra,2009-07-01,2009,4999,103,140,Petrol,7.4,177 g/km,250000.0,Twin Top 1.8 Endless Summer Voll,16.666666666666668,5.808785733563703,4.634728988229636,6005.622169907153,4.08248290463863,1181.6315534334608,False,True,False,False,False,False,False,False,True
141048,opel,Opel Astra,2009-10-01,2009,3300,66,90,Petrol,6.1,146 g/km,167000.0,1.4,16.416666666666668,5.808785733563703,4.189654742026425,4527.949033554454,4.051748593714406,896.3132170093173,False,True,False,False,False,False,False,False,True
141050,opel,Opel Astra,2009-08-01,2009,5100,85,116,Petrol,6.5,161 g/km,132538.0,GTC 1.6 Edition H 2nd hand,16.583333333333332,5.808785733563703,4.442651256490317,3851.574377912357,4.0722639076235385,759.340296178891,False,True,False,False,False,False,False,False,True
141052,opel,Opel Astra,2009-11-01,2009,3099,66,90,Petrol,6.5,- (g/km),177000.0,GTC 1.4 Coupé,16.333333333333332,5.808785733563703,4.189654742026425,4716.081334874274,4.041451884327381,935.4609432126879,False,True,False,False,False,False,False,False,True
141054,opel,Opel Astra,2009-05-01,2009,4000,85,116,Petrol,6.5,156 g/km,180000.0,GTC 1.6,16.833333333333332,5.808785733563703,4.442651256490317,4771.89362229592,4.102844541697057,935.1438365999932,False,True,False,False,False,False,False,False,True
141056,opel,Opel Astra,2009-07-01,2009,5790,85,116,Petrol,6.6,158 g/km,126000.0,"H 1,6 Caravan Selection ""110 Jahre"",1.HAND",16.666666666666668,5.808785733563703,4.442651256490317,3717.571941084043,4.08248290463863,731.447997137605,False,True,False,False,False,False,False,True,False
141058,opel,Opel Astra,2009-05-01,2009,3990,66,90,Petrol,6.3,151 g/km,147027.0,"H Lim. Selection ""110 Jahre"" *KLIMA*AUX*",16.833333333333332,5.808785733563703,4.189654742026425,4141.693601496658,4.102844541697057,811.6440874601387,False,True,False,False,False,False,False,False,True
141069,opel,Opel Astra,2009-10-01,2009,3250,81,110,Diesel,4.5,- (g/km),167050.0,Astra GTC 1.7 CDTI DPF (119g) Innovation 110 Jahre,16.416666666666668,5.808785733563703,4.394449154672439,4528.897962295846,4.051748593714406,896.501058649452,False,False,True,False,False,False,False,False,True
141070,opel,Opel Astra,2009-01-01,2009,4490,85,116,Petrol,6.7,161 g/km,153783.0,H GTC Edition*Klima*PDC*Tempomat*TÜV NEU,17.166666666666668,5.808785733563703,4.442651256490317,4274.012915492114,4.143267631552018,830.991739428967,False,False,True,False,False,False,False,False,True
141071,opel,Opel Astra,2009-05-01,2009,4700,85,116,Petrol,6.6,158 g/km,175000.0,"Innovation ""110 Jahre"" H Caravan",16.833333333333332,5.808785733563703,4.442651256490317,4678.7154607309,4.102844541697057,916.8837934410003,False,False,True,False,False,False,False,True,False
141073,opel,Opel Astra,2009-11-01,2009,4500,103,140,Petrol,7.1,- (g/km),183000.0,1.8 Innovation 110 Jahre,16.333333333333332,5.808785733563703,4.634728988229636,4827.427529987581,4.041451884327381,957.547079839213,False,False,True,False,False,False,False,False,True
141075,opel,Opel Astra,2009-07-01,2009,4550,66,90,Petrol,6.3,151 g/km,127000.0,H Lim. *1.Hand*Klima*Neue Steuerkette*,16.666666666666668,5.808785733563703,4.189654742026425,3738.2006155934882,4.08248290463863,735.5067760644594,False,False,True,False,False,False,False,False,True
141076,opel,Opel Astra,2009-07-01,2009,2390,81,110,Diesel,5.5,146 g/km,237000.0,1.7 CDTI GTC Selection 110 Jahre TÜV 07.24,16.666666666666668,5.808785733563703,4.394449154672439,5785.272794949883,4.08248290463863,1138.2768822832315,False,False,True,False,False,False,False,False,True
141077,opel,Opel Astra,2009-04-01,2009,5999,66,90,Petrol,6.3,151 g/km,148000.0,"H GTC Innovation""110 Jahre""",16.916666666666668,5.808785733563703,4.189654742026425,4160.860933129951,4.112987559751022,813.7827218442451,False,False,True,False,False,False,False,False,True
141085,opel,Opel Astra,2009-02-01,2009,4900,85,116,Petrol,6.8,163 g/km,109000.0,H Caravan Edition Navi Klima Parkpilot,17.083333333333332,5.808785733563703,4.442651256490317,3358.911401616866,4.133198922545748,654.350523386897,False,False,True,False,False,False,False,False,True
141086,opel,Opel Astra,2009-01-01,2009,2499,85,116,Petrol,6.8,163 g/km,229000.0,H Caravan Edition MIT LPG GAS,17.166666666666668,5.808785733563703,4.442651256490317,5647.871896919055,4.143267631552018,1098.1096652002861,False,False,True,False,False,False,False,False,True
141097,opel,Opel Astra,2009-09-01,2009,3899,85,116,Petrol,6.8,163 g/km,154525.0,"H Caravan Selection ""110 Jahre*SCHECKHEFT*",16.5,5.808785733563703,4.442651256490317,4288.437910426127,4.06201920231798,847.1793051402061,False,False,True,False,False,False,False,False,True
141102,opel,Opel Astra,2009-05-01,2009,12990,66,90,Petrol,6.3,151 g/km,15176.0,"H GTC Selection ""110 Jahre""~1.Hand~15 TKM!",16.833333333333332,5.808785733563703,4.189654742026425,844.9093623647731,4.102844541697057,165.57615178372274,False,False,True,False,False,False,False,False,True
141108,opel,Opel Astra,2009-08-01,2009,6990,147,200,Petrol,9.3,223 g/km,167000.0,"Innovation""110Jahre""GTC*Xenon*Navi*Recaro*GARANTIE",16.583333333333332,5.808785733563703,4.990432586778736,4527.949033554454,4.0722639076235385,892.687982332507,False,False,True,False,False,False,False,False,True
141109,opel,Opel Astra,2009-02-01,2009,3990,81,110,Diesel,5.4,- (g/km),169000.0,1.7 CDTI DPF neu tüv,17.083333333333332,5.808785733563703,4.394449154672439,4565.84004962973,4.133198922545748,889.4726501978919,False,False,True,False,False,False,False,False,True
141116,opel,Opel Astra,2009-05-01,2009,2499,85,116,Petrol,6.8,163 g/km,212000.0,"1,6  Edition Kombi*TÜV 04/2024*Klima*2.Hand",16.833333333333332,5.808785733563703,4.442651256490317,5351.00186881888,4.102844541697057,1048.6311752384472,False,False,True,False,False,False,False,False,True
141117,opel,Opel Astra,2009-11-01,2009,2800,85,116,Petrol,6.5,155 g/km,165400.0,Astra 1.6 Selection 110 Jahre,16.333333333333332,5.808785733563703,4.442651256490317,4497.53812670826,4.041451884327381,892.111683281157,False,False,True,False,False,False,False,False,True
141121,opel,Opel Astra,2009-02-01,2009,2950,85,116,Petrol,6.6,- (g/km),194000.0,1.6 Caravan Edition,17.083333333333332,5.808785733563703,4.442651256490317,5028.763494004065,4.133198922545748,979.6549032839955,False,False,True,False,False,False,False,False,True
