index,brand,model,color,registration_date,year,price_in_euro,power_kw,power_ps,transmission_type,fuel_type,fuel_consumption_l_100km,fuel_consumption_g_km,mileage_in_km,offer_description
138265,opel,Opel Astra,blue,1996-04-01,1996,2300,100,136,Manual,Petrol,8.0,- (g/km),211000.0,Astra GSI16V x20xev
138266,opel,Opel Astra,blue,1996-05-01,1996,3950,55,75,Manual,Petrol,7.3,- (g/km),49721.0,"1.6 GLS Klima,ZV,Klassiker,1.Hd,wenig Km"
138276,opel,Opel Astra,bronze,1996-03-01,1996,1599,55,75,Manual,Petrol,7.3,- (g/km),189540.0,Season
138277,opel,Opel Astra,bronze,1996-09-01,1996,1250,44,60,Manual,Petrol,7.7,182 g/km,175000.0,GL
138280,opel,Opel Astra,blue,1997-05-01,1997,1200,55,75,Manual,Petrol,7.8,184 g/km,113700.0,Cabrio 1.6i Bertone Edition *1.Hand*
138281,opel,Opel Astra,blue,1997-04-01,1997,599,55,75,Manual,Petrol,6.0,- (g/km),192955.0,"Caravan Motion klimaanlage  1,6 L"
138285,opel,Opel Astra,blue,1997-05-01,1997,1800,55,75,Manual,Petrol,8.8,- (g/km),152000.0,Astra f cc
138296,opel,Opel Astra,blue,1998-10-01,1998,3990,74,101,Automatic,Petrol,7.1,171 g/km,74000.0,1.6 Elegance *AUTOMATIK*KLIMA*SHD*74KM*1HD
138297,opel,Opel Astra,blue,1998-06-01,1998,1499,100,136,Manual,Petrol,8.6,207 g/km,171091.0,2
138301,opel,Opel Astra,blue,1998-04-01,1998,2000,55,75,Automatic,Petrol,7.2,- (g/km),164500.0,1.6
138303,opel,Opel Astra,blue,1998-06-01,1998,4100,55,75,Manual,Petrol,6.5,- (g/km),81000.0,Cabrio 1.6i Bertone Edition
138309,opel,Opel Astra,blue,1999-01-01,1999,899,74,101,Manual,Petrol,7.2,172 g/km,269000.0,1.6 16V Comfort+Leder +Kein TUV+NR56
138313,opel,Opel Astra,blue,1999-02-01,1999,2900,74,101,Manual,Petrol,7.1,171 g/km,174000.0,1.6 Elegance
138316,opel,Opel Astra,blue,1999-01-01,1999,2200,85,116,Manual,Petrol,8.5,201 g/km,214108.0,Cabrio 1.8i Bertone Edition
138318,opel,Opel Astra,blue,1999-01-01,1999,650,55,75,Manual,Petrol,7.2,- (g/km),250000.0,"1.6, ohne TÜV, schnell abholbereit!"
138321,opel,Opel Astra,blue,1999-02-01,1999,1890,74,101,Manual,Petrol,7.2,172 g/km,193000.0,1.6 Caravan Comfort
138323,opel,Opel Astra,blue,1999-02-01,1999,2300,74,101,Manual,Petrol,7.0,168 g/km,94000.0,1.6 Comfort TÜV neu
138324,opel,Opel Astra,blue,1999-07-01,1999,999,55,75,Manual,Petrol,7.2,173 g/km,161000.0,1.6 Edition 100
138325,opel,Opel Astra,blue,1999-09-01,1999,1699,74,101,Manual,Petrol,7.0,168 g/km,198500.0,1.6 Edition 100 KLIMA.ALUFELGEN.TÜV NEU
138330,opel,Opel Astra,silver,1999-03-01,1999,1950,55,75,Manual,Petrol,7.2,173 g/km,174146.0,1.6 Comfort
138331,opel,Opel Astra,silver,1999-08-01,1999,3500,100,136,Manual,Petrol,8.6,- (g/km),166085.0,2.0 Edition 100
138332,opel,Opel Astra,silver,1999-05-01,1999,2999,55,75,Manual,Petrol,7.5,180 g/km,67000.0,1.6 TÜV und HU neu bis 05/2025
138334,opel,Opel Astra,silver,1999-05-01,1999,2500,85,116,Automatic,Petrol,7.8,188 g/km,120000.0,A 1.6 Comfort*7 Sitze*Tüv:03/2025*
138337,opel,Opel Astra,silver,1999-04-01,1999,1100,85,116,Manual,Petrol,7.8,- (g/km),200000.0,1.6 Comfort
138338,opel,Opel Astra,silver,1999-04-01,1999,1500,74,101,Manual,Petrol,7.0,168 g/km,195000.0,"1.6 Elegance HU 08/2024, Zahnriemen Kupplung Neu!"
138339,opel,Opel Astra,silver,1999-06-01,1999,1300,74,101,Manual,Petrol,7.1,171 g/km,229000.0,"**1,8,TÜV Neu,7 Sitze,Automatik,Klima,1.Hand *"
138342,opel,Opel Astra,silver,1999-02-01,1999,2500,55,75,Manual,Petrol,7.2,- (g/km),91600.0,A 1.8 Elegance*7 Sitze*Alufelgen*
138344,opel,Opel Astra,silver,1999-09-01,1999,1200,55,75,Manual,Petrol,7.5,180 g/km,225000.0,"1.6 ""Automatik""TÜV/AU neu"
138346,opel,Opel Astra,silver,1999-07-01,1999,2450,74,101,Automatic,Petrol,7.5,179 g/km,159000.0,"1,6 Edition 100  Automatik .KLIMA .Alufelgen.Top"
138349,opel,Opel Astra,blue,2000-10-01,2000,750,74,101,Manual,Petrol,7.2,172 g/km,270000.0,"1.6 Caravan Elegance, KLKIMA, TÜV 10/2023"
138354,opel,Opel Astra,blue,2000-06-01,2000,1300,55,75,Manual,Petrol,7.2,- (g/km),215233.0,Astra 1.6 Sport
138355,opel,Opel Astra,blue,2000-06-01,2000,1600,74,101,Manual,Petrol,7.2,172 g/km,240300.0,1.6 Caravan Comfort
138367,opel,Opel Astra,blue,2000-12-01,2000,3990,108,147,Automatic,Petrol,9.1,219 g/km,124000.0,G Coupe 2.2 16V Sport Automatik*Klima*
138369,opel,Opel Astra,blue,2000-11-01,2000,1000,74,101,Manual,Petrol,7.9,- (g/km),192000.0,Astra Caravan 16V Style
138370,opel,Opel Astra,blue,2000-07-01,2000,1490,74,101,Automatic,Petrol,7.0,168 g/km,193000.0,1.6 AUTOMATIK
138375,opel,Opel Astra,blue,2000-10-01,2000,3750,74,101,Automatic,Petrol,7.0,168 g/km,131000.0,1.6 16V *TOP-ZUSTAND*KLIMA*GARANTIE
138377,opel,Opel Astra,blue,2000-02-01,2000,3399,74,101,Manual,Petrol,7.5,180 g/km,96300.0,G Lim. Elegance/Klima/NSW/96000Km/Tempomat
138378,opel,Opel Astra,silver,2000-04-01,2000,6200,55,75,Manual,Diesel,4.8,130 g/km,221450.0,1.7 DTI
138380,opel,Opel Astra,silver,2000-02-01,2000,750,74,101,Manual,Petrol,7.1,171 g/km,231000.0,1.6 Comfort
138384,opel,Opel Astra,silver,2000-03-01,2000,1300,48,65,Manual,Petrol,6.1,147 g/km,215000.0,1.2
138385,opel,Opel Astra,silver,2000-10-01,2000,550,55,75,Manual,Diesel,4.9,- (g/km),146000.0,"1.7 DTI ,DPF,rostfr-Rechn.2 tsd Eu-incl Stapel Rad"
138386,opel,Opel Astra,silver,2000-07-01,2000,2800,74,101,Automatic,Petrol,7.1,171 g/km,95000.0,1.6 Edition 2000
138392,opel,Opel Astra,silver,2000-03-01,2000,2000,74,101,Manual,Petrol,7.1,171 g/km,120000.0,1.6 Elegance TÜV neu!
138394,opel,Opel Astra,silver,2000-03-01,2000,6999,85,116,Manual,Petrol,7.8,188 g/km,48000.0,"1.8 Edition,24 Karat Gold,Rarität,Showfahrzeug"
138395,opel,Opel Astra,silver,2000-05-01,2000,2800,74,101,Automatic,Petrol,7.1,171 g/km,180000.0,"1.6 Elegance,Klima,Servo,Automatik,TÜV"
138398,opel,Opel Astra,silver,2000-04-01,2000,650,55,75,Manual,Petrol,7.2,173 g/km,236698.0,1.6 8V Euro 2 ohne Tüv
138405,opel,Opel Astra,silver,2000-01-01,2000,2690,55,75,Automatic,Petrol,7.2,- (g/km),163000.0,Edition 100 + FINANZIERUNG + 1. HAND + KLIMA
138407,opel,Opel Astra,gold,2000-12-01,2000,3200,85,116,Manual,Petrol,7.6,- (g/km),124000.0,1.8 16V Coupe
138408,opel,Opel Astra,gold,2000-06-01,2000,2500,92,125,Manual,Petrol,7.8,190 g/km,245000.0,1.8 Edition 2000
138410,opel,Opel Astra,gold,2000-09-01,2000,1590,85,116,Manual,Petrol,7.6,- (g/km),233000.0,1.8 16V Coupe
138413,opel,Opel Astra,blue,2001-06-01,2001,1990,62,84,Manual,Petrol,7.1,160 g/km,161000.0,1.6 Selection Tüv Neu 06.2025 ALUFELG ALLWETTERR
138414,opel,Opel Astra,blue,2001-08-01,2001,1999,74,101,Manual,Petrol,7.1,171 g/km,177200.0,1.6 16V Elegance/TÜV/AU 06/2025
138416,opel,Opel Astra,blue,2001-12-01,2001,3600,55,75,Manual,Petrol,7.5,180 g/km,85540.0,1.6 Caravan Edition 2000
138421,opel,Opel Astra,blue,2001-10-01,2001,2850,92,125,Manual,Petrol,7.8,187 g/km,170032.0,"1.8 Sport IRMSCHER TÜV NEU,KLIMAAUTOMATIK"
138422,opel,Opel Astra,blue,2001-03-01,2001,1500,74,101,Manual,Petrol,7.1,- (g/km),114868.0,Astra 1.6 Selection Comfort
138423,opel,Opel Astra,blue,2001-02-01,2001,3000,108,147,Manual,Petrol,8.4,202 g/km,218000.0,g coupe
138425,opel,Opel Astra,blue,2001-10-01,2001,2499,74,101,Manual,Petrol,7.1,171 g/km,129000.0,1.6 Comfort Klima HU AU Neu
138426,opel,Opel Astra,blue,2001-02-01,2001,2500,92,125,Manual,Petrol,7.6,- (g/km),96000.0,g cc
138427,opel,Opel Astra,blue,2001-03-01,2001,1000,92,125,Manual,Petrol,7.7,- (g/km),241878.0,Astra 1.8
138429,opel,Opel Astra,blue,2001-04-01,2001,2650,62,84,Manual,Petrol,5.9,156 g/km,109520.0,"1,6 Elegance KLIMA"
138432,opel,Opel Astra,brown,2001-05-01,2001,1299,92,125,Manual,Petrol,7.7,192 g/km,132000.0,Cabrio 1.8  16 V Sportliche Optik
138434,opel,Opel Astra,grey,2001-06-01,2001,990,108,147,Manual,Petrol,8.2,- (g/km),248500.0,Astra 2.2 16V Coupe Bertone
138436,opel,Opel Astra,grey,2001-07-01,2001,3600,108,147,Manual,Petrol,8.2,- (g/km),106500.0,Astra Cabrio 2.2 16V
138441,opel,Opel Astra,grey,2001-07-01,2001,3300,108,147,Manual,Petrol,8.7,209 g/km,190000.0,1.8 Selection Free
138445,opel,Opel Astra,grey,2001-08-01,2001,3999,62,84,Automatic,Petrol,7.2,172 g/km,100000.0,Corsa 1.0 12V Comfort
138447,opel,Opel Astra,grey,2001-05-01,2001,800,62,84,Automatic,Petrol,7.2,172 g/km,87000.0,12V City
138449,opel,Opel Astra,red,2001-05-01,2001,3500,92,125,Unknown,Petrol,8.1,195 g/km,186000.0,1.8 16V G Coupe
138450,opel,Opel Astra,red,2001-03-01,2001,3990,55,75,Manual,Petrol,6.2,149 g/km,115044.0,Opel Astra G 1.2 Klima/Rentnerfahrzeug/ TÜV NEU
138459,opel,Opel Astra,red,2001-03-01,2001,550,74,101,Manual,Petrol,7.1,171 g/km,74000.0,1.6 Comfort
138462,opel,Opel Astra,black,2001-10-01,2001,1950,74,101,Manual,Petrol,7.1,171 g/km,198000.0,"1.6 / Klimaautomatik / Alufelgen 16"" / Nur Export!"
138464,opel,Opel Astra,black,2001-10-01,2001,2300,108,147,Manual,Petrol,8.2,- (g/km),214389.0,Astra 2.2 16V Coupe
138465,opel,Opel Astra,black,2001-11-01,2001,1990,108,147,Manual,Petrol,8.2,197 g/km,246000.0,2.2 16V Coupe
138474,opel,Opel Astra,black,2001-07-01,2001,2200,62,84,Automatic,Petrol,7.3,174 g/km,205000.0,1.2 16V Comfort
138487,opel,Opel Astra,silver,2001-12-01,2001,750,92,125,Manual,Petrol,8.0,- (g/km),280000.0,1.8 Caravan Comfort
138490,opel,Opel Astra,silver,2001-01-01,2001,799,74,101,Manual,Petrol,7.1,171 g/km,165000.0,"1.6 Edition 2000, KLIMA, ALUFELGEN, TÜV 11 /21"
138492,opel,Opel Astra,silver,2001-04-01,2001,1790,74,101,Manual,Petrol,7.2,172 g/km,183000.0,1.6 Caravan „Tüv neu“ Klimaanlage
138494,opel,Opel Astra,silver,2001-07-01,2001,2300,74,101,Manual,Petrol,7.1,171 g/km,112000.0,1.6
138496,opel,Opel Astra,silver,2001-09-01,2001,3500,62,84,Manual,Petrol,7.1,171 g/km,78524.0,1.6 Selection 1Hand Automatik 78Tkm Tüv 03/2025
138497,opel,Opel Astra,silver,2001-02-01,2001,2800,62,84,Manual,Petrol,7.2,- (g/km),140000.0,1.6 Elegance
138501,opel,Opel Astra,silver,2001-06-01,2001,2800,74,101,Manual,Petrol,7.3,- (g/km),189000.0,Cabrio 1.6 16V
138502,opel,Opel Astra,silver,2001-08-01,2001,3500,62,84,Manual,Petrol,7.1,- (g/km),100000.0,1.6 Comfort
138507,opel,Opel Astra,silver,2001-09-01,2001,950,62,84,Manual,Petrol,7.1,171 g/km,225000.0,1.6 Selection
138512,opel,Opel Astra,silver,2001-06-01,2001,6980,92,125,Manual,Petrol,8.2,197 g/km,67779.0,G Cabrio 1.8 16V*Scheckheft*Elektr. Verdeck
138514,opel,Opel Astra,silver,2001-01-01,2001,2999,74,101,Automatic,Petrol,7.1,171 g/km,144000.0,1.6 Edition 2000
138516,opel,Opel Astra,silver,2001-02-01,2001,900,92,125,Manual,Petrol,7.7,192 g/km,190000.0,Cabrio 1.8 16V
138517,opel,Opel Astra,silver,2001-07-01,2001,1500,108,147,Manual,Petrol,8.2,- (g/km),168000.0,Astra 2.2 16V Coupe
138518,opel,Opel Astra,silver,2001-07-01,2001,1200,108,147,Manual,Petrol,8.7,209 g/km,210000.0,"Cabrio 2.2 Bertone, TÜV fällig, 210000 km!"
138520,opel,Opel Astra,silver,2001-07-01,2001,2950,108,147,Manual,Petrol,8.2,197 g/km,149000.0,Cabrio 2.2 16V
138523,opel,Opel Astra,silver,2001-02-01,2001,1200,108,147,Manual,Petrol,8.2,- (g/km),242000.0,Cabrio 2.2 16V
138526,opel,Opel Astra,silver,2001-05-01,2001,2490,74,101,Automatic,Petrol,7.0,168 g/km,148500.0,1.6. Automatik * Klima * 4/5 Türen TÜV *
138527,opel,Opel Astra,silver,2001-11-01,2001,2100,62,84,Manual,Petrol,7.3,- (g/km),136000.0,Astra 1.6 Caravan
138528,opel,Opel Astra,silver,2001-10-01,2001,3250,108,147,Manual,Petrol,8.7,209 g/km,186500.0,2.2 16V G Cabrio*Garantie+Inspektion+Aufbereitung*
138531,opel,Opel Astra,silver,2001-07-01,2001,7200,108,147,Manual,Petrol,7.6,- (g/km),58600.0,Astra Cabrio 2.2 16V
138533,opel,Opel Astra,silver,2001-05-01,2001,2700,55,75,Manual,Petrol,6.1,- (g/km),69000.0,1.2 Selection
138537,opel,Opel Astra,silver,2001-08-01,2001,2500,92,125,Manual,Petrol,7.7,192 g/km,216000.0,Cabrio 1.8 16V
138538,opel,Opel Astra,silver,2001-05-01,2001,2500,55,75,Manual,Petrol,6.1,147 g/km,72000.0,1.2 Selection Comfort
138544,opel,Opel Astra,silver,2001-10-01,2001,750,74,101,Manual,Petrol,7.2,- (g/km),256730.0,Astra 1.6 Caravan Comfort
138545,opel,Opel Astra,silver,2001-04-01,2001,2290,92,125,Manual,Petrol,8.2,197 g/km,218000.0,G Cabrio 1.8 16V *Vollleder*
138548,opel,Opel Astra,silver,2001-05-01,2001,2700,55,75,Manual,Petrol,6.1,147 g/km,72000.0,1.2 Selection Comfort
138551,opel,Opel Astra,white,2001-10-01,2001,1399,55,75,Manual,Diesel,4.9,132 g/km,158000.0,G Caravan Basis*ZV-FUNK*SERVO*AHK !!
138553,opel,Opel Astra,white,2001-11-01,2001,4499,74,101,Automatic,Petrol,7.0,168 g/km,92500.0,1.6 Selection Comfort
138558,opel,Opel Astra,blue,2002-10-01,2002,1998,108,147,Manual,Petrol,8.6,- (g/km),211000.0,2.2 Caravan Selection
138565,opel,Opel Astra,blue,2002-12-01,2002,2500,74,101,Manual,Petrol,7.0,168 g/km,147772.0,1.6 Edition Bild
138571,opel,Opel Astra,blue,2002-05-01,2002,1200,62,84,Manual,Petrol,7.3,175 g/km,196000.0,1.6 Caravan Selection
138587,opel,Opel Astra,blue,2002-03-01,2002,2090,74,101,Automatic,Petrol,7.1,- (g/km),235000.0,1.6 Selection Comfort
138599,opel,Opel Astra,blue,2002-05-01,2002,1999,92,125,Manual,Petrol,8.0,192 g/km,216900.0,G Caravan Sport/TÜV/AU 05/2025
138600,opel,Opel Astra,blue,2002-04-01,2002,2490,55,75,Manual,Petrol,6.1,140 g/km,132000.0,G Limo Tüv Neu 04.2025 ALLWETTERREIFEN PDC
138603,opel,Opel Astra,blue,2002-01-01,2002,1999,108,147,Manual,Petrol,8.7,209 g/km,225000.0,G Coupe 2.2 16V Linea Blu-Xenon-Allwetter-
138606,opel,Opel Astra,blue,2002-07-01,2002,2500,108,147,Manual,Petrol,8.2,- (g/km),178015.0,Astra Cabrio 2.2 16V
138608,opel,Opel Astra,blue,2002-05-01,2002,2200,92,125,Manual,Petrol,7.7,- (g/km),179000.0,Astra Cabrio 1.8 16V
138610,opel,Opel Astra,blue,2002-12-01,2002,5250,92,125,Manual,Petrol,7.7,192 g/km,93000.0,Cabrio 1.8 16V
138611,opel,Opel Astra,blue,2002-04-01,2002,2000,77,105,Manual,Petrol,7.1,- (g/km),118000.0,Astra 1.6 Elegance
138612,opel,Opel Astra,blue,2002-08-01,2002,1100,108,147,Manual,Petrol,8.7,- (g/km),221000.0,Astra 2.2 16V Coupe Linea Blu
138614,opel,Opel Astra,blue,2002-08-01,2002,1600,108,147,Manual,Petrol,8.7,209 g/km,253985.0,2.2 16V Coupe Linea Blu
138615,opel,Opel Astra,blue,2002-03-01,2002,3990,108,147,Manual,Petrol,8.7,209 g/km,165153.0,2.2 16V Cabrio ABS|ESP|Klimaautomatik|Sitzheizung
138616,opel,Opel Astra,blue,2002-06-01,2002,3500,74,101,Manual,Petrol,7.1,171 g/km,135000.0,1.6 Comfort
138622,opel,Opel Astra,grey,2002-06-01,2002,950,108,147,Manual,Petrol,8.2,197 g/km,219200.0,2.2 16V Coupe
138623,opel,Opel Astra,grey,2002-06-01,2002,1900,108,147,Manual,Petrol,8.2,- (g/km),212470.0,Cabrio 2.2 16V
138627,opel,Opel Astra,grey,2002-11-01,2002,2500,108,147,Manual,Petrol,8.2,- (g/km),175000.0,2.2 16V Coupe
138628,opel,Opel Astra,grey,2002-05-01,2002,2800,92,125,Automatic,Petrol,8.6,207 g/km,176000.0,Elegance G Lim.
138630,opel,Opel Astra,grey,2002-06-01,2002,3300,74,101,Manual,Petrol,7.3,175 g/km,165000.0,Cabrio 1.6 16V BERTONE*1 HAND*HU & INSPEKTION NEU
138634,opel,Opel Astra,grey,2002-04-01,2002,1650,62,84,Manual,Petrol,7.1,- (g/km),107000.0,1.6
138638,opel,Opel Astra,grey,2002-01-01,2002,1200,62,84,Manual,Petrol,7.1,170 g/km,195000.0,1.6
138641,opel,Opel Astra,grey,2002-03-01,2002,2999,62,84,Automatic,Petrol,8.2,193 g/km,243000.0,G Lim. Selection*LPG*TÜV Neu*AHK*Rück CAM*
138648,opel,Opel Astra,red,2002-06-01,2002,2300,74,101,Manual,Petrol,7.3,175 g/km,225000.0,G Cabrio 1.6 16V Tüv Allu
138654,opel,Opel Astra,black,2002-05-01,2002,4200,108,147,Automatic,Petrol,8.7,209 g/km,134560.0,G 2.2 Direct Injection Turbo Lim. Elegance
138656,opel,Opel Astra,black,2002-02-01,2002,7499,141,192,Manual,Petrol,8.9,214 g/km,60000.0,2.0 16V Turbo Coupe
138658,opel,Opel Astra,black,2002-11-01,2002,4450,108,147,Manual,Petrol,8.7,209 g/km,180500.0,G Cabrio 2.2 16V Bertone|Leder|SHZ|BT|AUX
138659,opel,Opel Astra,black,2002-03-01,2002,3500,141,192,Manual,Petrol,8.9,- (g/km),180000.0,2.0 16V Turbo Coupe
138660,opel,Opel Astra,black,2002-03-01,2002,7300,108,147,Manual,Petrol,8.2,- (g/km),130000.0,2.2 16V Coupe
138667,opel,Opel Astra,black,2002-04-01,2002,2200,74,101,Manual,Petrol,7.3,175 g/km,100000.0,1.6 16V G Cabrio I.Hand Sitzheizung Alus Tüv
138668,opel,Opel Astra,black,2002-10-01,2002,3200,74,101,Manual,Petrol,7.2,172 g/km,164000.0,1.6 Caravan*Xenon*Klimaautomatik*Tüv bis 05/25*
138677,opel,Opel Astra,black,2002-07-01,2002,3099,108,147,Manual,Petrol,8.2,197 g/km,189000.0,2.2 16V Coupe
138678,opel,Opel Astra,black,2002-06-01,2002,3495,92,125,Manual,Petrol,8.1,195 g/km,260000.0,G Coupe SPORT 1.8 16V TÜV 06/25
138680,opel,Opel Astra,black,2002-04-01,2002,2990,62,84,Manual,Petrol,7.1,171 g/km,195357.0,1.6 Comfort TÜV Neu AC-Servo-Schiebedach TÜV
138686,opel,Opel Astra,black,2002-11-01,2002,2800,62,84,Manual,Petrol,7.2,172 g/km,159800.0,1.6*KLIMA*SERVO*
138688,opel,Opel Astra,black,2002-02-01,2002,1900,62,84,Manual,Petrol,7.2,172 g/km,159350.0,"Selection 62 kW (84 PS), Schalt. 5-Gang, Fronta..."
138690,opel,Opel Astra,black,2002-04-01,2002,1200,108,147,Unknown,Petrol,8.7,209 g/km,159838.0,2.2 16V G Cabrio
138691,opel,Opel Astra,black,2002-11-01,2002,950,74,101,Manual,Petrol,6.9,165 g/km,176000.0,1.6 16V Sport Xenon Klimaautomatik NSW Alu
138692,opel,Opel Astra,silver,2002-03-01,2002,1750,85,116,Manual,Petrol,8.0,192 g/km,201000.0,1..6Caravan Edition 2000
138694,opel,Opel Astra,silver,2002-11-01,2002,2250,62,84,Manual,Petrol,7.2,- (g/km),151000.0,Astra 1.6
138695,opel,Opel Astra,silver,2002-07-01,2002,1490,55,75,Manual,Diesel,4.9,132 g/km,268500.0,1.7 DTI Caravan Comfort *KLIMA*AHK*
138698,opel,Opel Astra,silver,2002-05-01,2002,800,74,101,Manual,Petrol,7.5,180 g/km,241000.0,Elegance G Lim. - AHK -
138705,opel,Opel Astra,silver,2002-07-01,2002,1200,108,147,Manual,Petrol,8.2,197 g/km,166000.0,Cabrio 2.2 16V
138707,opel,Opel Astra,silver,2002-09-01,2002,2690,74,101,Manual,Petrol,7.1,171 g/km,175000.0,1.6 Selection Klima Scheckheft Tüv 4/2025
138708,opel,Opel Astra,silver,2002-12-01,2002,6950,108,147,Manual,Petrol,8.2,- (g/km),148000.0,TOP GEPFLEGT —STEINMETZ—
138709,opel,Opel Astra,silver,2002-01-01,2002,2500,92,125,Manual,Petrol,7.6,182 g/km,208000.0,1.8 Elegance+125 PS+Lim.+Klima+Xenon+
138713,opel,Opel Astra,silver,2002-03-01,2002,2600,74,101,Manual,Petrol,7.1,171 g/km,109500.0,1.6 Selection
138715,opel,Opel Astra,silver,2002-07-01,2002,2700,74,101,Automatic,Petrol,7.1,171 g/km,130000.0,1.6 Limousine Automatik Klima SD
138718,opel,Opel Astra,silver,2002-08-01,2002,2900,74,101,Unknown,Petrol,7.5,180 g/km,123800.0,Selection G Lim.
138720,opel,Opel Astra,silver,2002-01-01,2002,3790,62,84,Manual,Petrol,7.3,175 g/km,70137.0,1.6
138724,opel,Opel Astra,silver,2002-06-01,2002,1450,74,101,Manual,Petrol,7.1,171 g/km,209000.0,1.6
138725,opel,Opel Astra,silver,2002-04-01,2002,2300,74,101,Manual,Petrol,7.3,175 g/km,200000.0,Cabrio 1.6 16V guter Zustand Tüv Neu
138726,opel,Opel Astra,silver,2002-06-01,2002,2950,74,101,Manual,Petrol,7.3,- (g/km),170182.0,Astra Cabrio 1.6 16V
138727,opel,Opel Astra,silver,2002-05-01,2002,2490,92,125,Manual,Petrol,7.9,190 g/km,203860.0,1.8 16V Comfort Klima TÜV NEU
138732,opel,Opel Astra,silver,2002-05-01,2002,6950,92,125,Manual,Petrol,7.9,190 g/km,59000.0,1.8 16V Selection 1.Hd/orig.59000km/Klima
138733,opel,Opel Astra,silver,2002-10-01,2002,4690,108,147,Automatic,Petrol,8.2,197 g/km,126589.0,"2.2 16V Coupe, 2.Hand, Automatik, HU/AU neu"
138737,opel,Opel Astra,silver,2002-04-01,2002,1400,74,101,Manual,Petrol,100.0,- (g/km),192000.0,Opel Astra 1.6 Klima TÜV 4/2025
138738,opel,Opel Astra,silver,2002-07-01,2002,2000,74,101,Manual,Petrol,7.1,171 g/km,172000.0,1.6 Comfort
138740,opel,Opel Astra,silver,2002-03-01,2002,1900,108,147,Automatic,Petrol,8.4,- (g/km),222000.0,2.2 Direct Sport
138743,opel,Opel Astra,silver,2002-11-01,2002,2600,74,101,Manual,Petrol,7.1,- (g/km),160650.0,Astra 1.6 Selection
138744,opel,Opel Astra,silver,2002-11-01,2002,2800,108,147,Manual,Petrol,8.7,206 g/km,189300.0,Cabrio 2.2 16V Linea Rossa TÜV NEU
138750,opel,Opel Astra,silver,2002-06-01,2002,4450,108,147,Manual,Petrol,8.2,197 g/km,185678.0,Cabrio 2.2 16V LPG Autogas Sparsam!!
138751,opel,Opel Astra,silver,2002-06-01,2002,1955,74,101,Manual,Petrol,7.1,171 g/km,209000.0,1.6
138752,opel,Opel Astra,silver,2002-12-01,2002,3490,62,84,Manual,Petrol,7.5,180 g/km,135206.0,"G 1.6 Lim. Njoy  Klimaanlage  15"" Alu"
138753,opel,Opel Astra,silver,2002-10-01,2002,2999,74,101,Manual,Petrol,7.3,175 g/km,190455.0,G Cabrio 1.6 16V Bertone *TÜV-NEU*
138754,opel,Opel Astra,silver,2002-04-01,2002,2500,62,84,Manual,Petrol,7.2,172 g/km,149000.0,G Lim. Elegance Wagen Nr.:081
138755,opel,Opel Astra,silver,2002-07-01,2002,1250,74,101,Manual,Petrol,7.1,171 g/km,207500.0,1.6
138756,opel,Opel Astra,silver,2002-05-01,2002,3490,74,101,Manual,Petrol,7.2,172 g/km,99398.0,1.6 G-CARVAN*Automatik*TÜV NEU*Klima*Kombi
138758,opel,Opel Astra,silver,2002-03-01,2002,4299,108,147,Automatic,Petrol,8.0,194 g/km,176000.0,2.2 Elegance
138759,opel,Opel Astra,silver,2002-05-01,2002,1450,74,101,Manual,Petrol,7.2,172 g/km,265000.0,1.6 Caravan Selection Free Klima
138768,opel,Opel Astra,beige,2003-04-01,2003,1820,74,101,Manual,Petrol,7.2,172 g/km,170000.0,1.6 Caravan Comfort
138770,opel,Opel Astra,blue,2003-09-01,2003,1990,76,103,Manual,Petrol,6.6,158 g/km,172000.0,1.6 Elegance Tüv bis 3.2024 Klima 5 Türer
138772,opel,Opel Astra,blue,2003-12-01,2003,4999,74,101,Automatic,Petrol,8.4,202 g/km,88900.0,G Caravan Njoy +Automatik+Klima+Alu+
138774,opel,Opel Astra,blue,2003-09-01,2003,1199,108,147,Manual,Petrol,8.2,- (g/km),156354.0,Astra Cabrio 2.2 16V Edition 90 Jahre Bertone
138775,opel,Opel Astra,blue,2003-01-01,2003,999,74,101,Manual,Petrol,7.5,171 g/km,151000.0,G 1.6 EcoTec Lim. Elegance Klima Alufelgen
138780,opel,Opel Astra,blue,2003-07-01,2003,1900,75,102,Manual,Petrol,7.5,- (g/km),168000.0,Astra 1.6 Caravan Edition 2000
138782,opel,Opel Astra,blue,2003-03-01,2003,3500,62,84,Automatic,Petrol,7.9,197 g/km,110000.0,Njoy G Lim Automatik . TÜV Neu. Top zustand
138786,opel,Opel Astra,blue,2003-03-01,2003,799,74,101,Manual,Petrol,7.1,171 g/km,175000.0,1.6 Comfort
138800,opel,Opel Astra,blue,2003-05-01,2003,4000,74,101,Manual,Petrol,7.2,- (g/km),135975.0,1.6 Automatik Aktivfahrer/Verladesystem
138801,opel,Opel Astra,blue,2003-11-01,2003,7990,62,84,Automatic,Petrol,7.5,180 g/km,99100.0,"ASTRA G CARAVAN 1.6i-16V  ""Njoy""/EL.FH/AHK"
138802,opel,Opel Astra,blue,2003-05-01,2003,1900,74,101,Manual,Petrol,7.7,185 g/km,194000.0,1.2 16V Blue&Silver Klima.CD.elekt.Fenster
138807,opel,Opel Astra,blue,2003-01-01,2003,1950,62,84,Manual,Petrol,7.2,- (g/km),216175.0,1.2 16V Njoy
